location,coordinates,name,room type,room price,number of reviews,minimum nights,availibility,rooms rent by the host
 Guindalera,"40.43900420912582, -3.673867683252414",HABITACIÓN CÉNTRICA C/CONEXIÓN A AEROPUERTO,Private room,35,3,2,180,1
 Rios Rosas,"40.440501142330824, -3.6960378421719464",Habitación privada en Plaza San Juan de La Cruz,Private room,33,0,5,89,1
 Sol,"40.41862421644992, -3.7056844949721777",Moder & Refurbished - 1BD 1BTH - Gran Via 4,Entire home/apt,82,5,2,365,5
 Argüelles,"40.43032131953142, -3.719104054871308",Piso españa,Private room,52,0,1,90,1
 Canillejas,"40.44465921846985, -3.6082039117364633",Habitación céntrica individual,Private room,53,1,2,180,1
 Aravaca,"40.45146095636214, -3.769178555633716","Moderno estudio, jardín vertical",Entire home/apt,40,1,4,0,7
 Argüelles,"40.424279934958314, -3.713077976456013","Habitación cerca de Plaza España, centro de Madrid",Private room,40,4,1,180,1
 Palacio,"40.41549746598466, -3.708909996185954",Deluxe Apartments in Plaza Mayor B,Entire home/apt,85,0,1,0,5
 Palacio,"40.41379483648514, -3.7091777321973445",COZY HABITACIÓN EN EL CORAZÓN DE LA LATINA,Private room,30,0,1,89,1
 Justicia,"40.42368726115545, -3.7005213894210662",NICE ESTUDIO IN GRAN VIA CENTRO,Entire home/apt,77,1,1,365,1
 Canillejas,"40.44912525169648, -3.618224404993897",Habitación Individual - Cerca de IFEMA/Aeropuerto,Private room,25,2,1,365,1
 Universidad,"40.42807876868982, -3.7037423251793378",Estudio en Malasaña ( 3 min metro tribunal ),Entire home/apt,42,2,1,0,1
 Los Rosales,"40.35087051157764, -3.691764283790347","Habítacion acogedora, cálida y luminosa",Private room,70,0,1,0,1
 Puerta del Angel,"40.4075059327143, -3.7320300783627043","Habitación básica, limpia y tranquila estarás bien",Private room,20,1,1,0,1
 Valdeacederas,"40.46718391417205, -3.6971025939148965",private room,Private room,23,0,3,365,2
 Justicia,"40.423657595883576, -3.6993064828658127",Spacious and bright Apartment in Hernan Cortes,Entire home/apt,100,1,1,90,1
 Palacio,"40.41366674396399, -3.716217499904447","Luxury Apartment Almudena´s view Center, La Latina",Entire home/apt,84,1,2,179,1
 Numancia,"40.40126391454833, -3.665078721197758",Habitacion Privada.,Private room,20,0,1,364,1
 Universidad,"40.42781430304027, -3.706866965367015",Cómoda habitación con baño privado,Private room,60,1,1,365,1
 Casa de Campo,"40.42612182920901, -3.7265678585071114",Casa acogedora en zona tranquila,Private room,20,0,1,365,2
 Lucero,"40.40661057116931, -3.7483090784152506",Habitación en alquiler,Private room,20,0,30,365,2
 Cuatro Caminos,"40.45042842834606, -3.6990822426270644",124. Madrid Palencia 2,Entire home/apt,47,0,1,365,3
 Universidad,"40.42430326581713, -3.708981220150013",Acogedora habitación en pleno centro de Malasaña,Private room,15,5,28,0,1
 Zofío,"40.381565403043524, -3.7167091134601535",快乐家园5_4,Private room,20,0,1,0,5
 Sol,"40.42009490880266, -3.7019932153975414",Oshun City Center,Entire home/apt,40,0,1,365,3
 Cortes,"40.41568242919105, -3.695374219116581","Habitación en pleno centro de Madrid, muy luminosa",Private room,14,0,7,0,1
 Lista,"40.43526978027107, -3.675615694465514",Unique loft accompanied by garage and storage room,Entire home/apt,150,0,5,364,1
 Rios Rosas,"40.43867724051966, -3.698072820343154",Estúdio muy grande,Entire home/apt,60,0,1,0,3
 Chopera,"40.395715002905476, -3.7008458485329236",Habitación  individual  con baño compartido,Private room,15,0,1,89,1
 Hispanoamérica,"40.456962445021006, -3.6779085829290787","Rooftop terrace room ,  ensuite bathroom",Private room,70,76,1,90,1
 Universidad,"40.42211308050659, -3.7033617105433425","Heart of Malasaña Cozy, Quiet & Sunny Apartment",Entire home/apt,62,20,28,1,5
 Palacio,"40.409802650485155, -3.7112357707258656",Beautiful loft in downtown Madrid,Entire home/apt,75,90,2,179,2
 Embajadores,"40.40873595441983, -3.7026563115949944",YOUR HOME IN THE HEART OF MADRID,Entire home/apt,65,216,30,90,1
 Embajadores,"40.40826171905509, -3.702534341827377","Agradable, funcional y luminoso (Tirso, La Latina)",Entire home/apt,48,134,3,0,2
 Embajadores,"40.41148477623747, -3.705918270823059",Madirid Historical Center.Bathroom,Private room,59,386,1,1,2
 Cortes,"40.41117458883222, -3.696823786972137",GREAT ATTIC-BARRIO DE LAS LETRA,Entire home/apt,73,312,2,0,5
 Numancia,"40.4019465287089, -3.6648271569867763",SUNNY ROOM wiht WIFI,Private room,24,73,5,365,3
 Universidad,"40.42640271034114, -3.7035289439427035",Designer Duplex in Malasaña,Entire home/apt,100,14,17,0,1
 Justicia,"40.422204518211835, -3.697081380523442",Estudio Vintage en Chueca,Entire home/apt,85,245,3,365,2
 Guindalera,"40.431531037770874, -3.667050927535164",New Spacious Apartment-Las Ventas-Free Wifi-Garage,Entire home/apt,90,95,3,0,1
 Palomeras Bajas,"40.383318815826094, -3.656924722691074",Studio near university,Private room,25,15,4,364,7
 Embajadores,"40.40992490698725, -3.7041017254165416",Penthouse citycenter - 20m2 terrace,Entire home/apt,69,18,4,0,1
 Palacio,"40.41088441739531, -3.7082336395947664",HABITACIÓN EN EL CENTRO- TV Y WIFI,Private room,40,113,1,365,5
 Cortes,"40.413504766406966, -3.69755646043656",Estudio  Vintage en las Letras,Entire home/apt,77,204,2,365,2
 Embajadores,"40.41243305123557, -3.7048775102588523",Double Room in the center of Madrid,Private room,19,170,3,0,4
 Embajadores,"40.405802629886836, -3.7008895516712124",Apartamento - Zona centro,Entire home/apt,27,0,7,0,1
 Acacias,"40.40124960656553, -3.701593855883997",Habitación  DOBLE/INDIVIDUAL tranquila y céntrica,Private room,26,58,1,365,3
 Embajadores,"40.40977453883641, -3.709040163259765",Habitación individual en La Latina,Private room,20,33,3,364,1
 Sol,"40.41953629981304, -3.706018918231351","Sabai Madrid Preciados 2-6 Pax 2 Rooms, WIFI Sol",Entire home/apt,120,58,2,365,1
 Gaztambide,"40.43149129917585, -3.716018419810654",Penthouse with terrace in Chamberi,Entire home/apt,100,0,2,0,1
 Valdeacederas,"40.46833293118952, -3.7002953068674165",BONITO APARTAMENTO EN MADRID + PARKING + WIFI + AC,Entire home/apt,66,63,3,0,7
 Pueblo Nuevo,"40.42953133995096, -3.6318820880576483",Luminosa y tranquila hab individual,Private room,20,69,1,1,4
 Ibiza,"40.41901009785438, -3.672237382499057",Acogedora habitación en Retiro y WiZink Center,Private room,44,44,1,364,4
 Alameda de Osuna,"40.45656363317163, -3.585978604406382",Cozy bright room,Private room,32,450,1,0,2
 Sol,"40.41551455163477, -3.7064766766889936",Penthouse in Plaza Mayor with terrace and views,Entire home/apt,160,135,2,365,1
 Palacio,"40.41403982995465, -3.7117309585513563",Nombre no disponible,Private room,30,0,1,0,1
 Embajadores,"40.407775934918156, -3.697512263379631",Alquiler Habitación,Private room,20,0,1,0,1
 Castellana,"40.43559956379902, -3.6816314279236226",Cozy apartment in Salamanca area,Entire home/apt,89,1,2,0,2
 Cortes,"40.41159618938143, -3.6973758924950366","Piso en el centro de Madrid, barrio de las letras.",Private room,32,68,1,365,1
 Almendrales,"40.385862151853615, -3.700121454267023",Habitación individual zona Legazpi.,Private room,25,0,1,0,1
 Costillares,"40.482630188270264, -3.665289668271194",Cosy single room in Madrid quiet neighboohod,Private room,20,73,3,364,2
 Justicia,"40.423919610325946, -3.6954409802869588",Remodeled flat in PLAZA DE CHUECA,Entire home/apt,95,37,3,0,1
 Puerta del Angel,"40.40889860888692, -3.73112304325584",Two Beds Double Room 10´Centre,Private room,33,21,2,365,2
 Palomeras Bajas,"40.38140899825486, -3.657329696161305",Piso confortable 4 pax 15min centro,Entire home/apt,57,67,2,1,1
 Embajadores,"40.41030852346305, -3.700080515336713",piso por el centro,Entire home/apt,60,8,3,0,1
 Guindalera,"40.43127156245186, -3.6672541084536348",Habitacion luminosa muy centrica,Private room,75,29,2,365,1
 Embajadores,"40.41306439410428, -3.704725857711999","Centro, Sol habitación 1 ó 2. gran %por meses",Private room,22,20,14,1,5
 Universidad,"40.426167021808226, -3.700997188337473",Apartamento en Malasaña,Entire home/apt,70,35,10,365,2
 San Diego,"40.38671506536914, -3.666479585288282",Excellent double room,Private room,12,1,60,365,5
 Cortes,"40.412389929454385, -3.6998598568634957",Apartamento en el centro de madrid,Entire home/apt,45,0,10,0,1
 Justicia,"40.42036627028413, -3.698379996789866",BARBIERI apt. 7- CHUECA,Entire home/apt,70,36,2,0,1
 Gaztambide,"40.43159777846906, -3.7159569181300656","Cosy, sunny apartment in Arguelles",Private room,25,2,1,0,1
 Universidad,"40.428469230268576, -3.714194371880285",Ambiente familiar y tranquilo,Private room,30,3,3,364,3
 Nueva España,"40.45950968890808, -3.676197450071742",Piso amplio y muy bien comunicado,Entire home/apt,100,23,1,365,1
 Almenara,"40.47260954722661, -3.693252033156791",Marvelous room in center.Kio Towers,Private room,52,28,7,365,3
 Embajadores,"40.40518608195541, -3.703801629224432",Quiet & bohemian flat in Lavapiés,Entire home/apt,75,28,2,0,1
 San Isidro,"40.39657406342596, -3.720372266391806",Twin Room 15min from downtown,Private room,25,1,1,0,1
 Gaztambide,"40.43088660403628, -3.7136585408880864",Nice apartment for 2 persons in Argüelles,Entire home/apt,44,16,3,0,1
 Pacífico,"40.405788406901046, -3.672025204280037",Beauty room in center with breakfast,Private room,30,19,7,0,4
 Jerónimos,"40.4162640857396, -3.6872886755623786",Habitación individual  en buhardilla,Private room,26,151,1,90,3
 Palos de Moguer,"40.404778242879246, -3.701746635929086",Beautiful apartment with terrace  in Lavapies,Entire home/apt,57,3,2,0,1
 Trafalgar,"40.4284873968475, -3.695702369751927",The flat of your dreams in Madrid's Soho,Private room,10,0,12,0,1
 Embajadores,"40.406231357535134, -3.7000687420706786",Habitación individual centro Madrid,Private room,22,0,26,0,1
 Cortes,"40.41386824747553, -3.7006019719305634",Lovely 2 bedroom flat  historic quarter of Madrid,Entire home/apt,70,81,3,89,1
 Justicia,"40.41959534782016, -3.6984076113106097",Cozy apartment in the center of chueca,Entire home/apt,100,0,1,0,1
 Universidad,"40.42412924711422, -3.702069873115078",Habitacion en Malasaña tribunal,Private room,95,0,2,0,1
 Goya,"40.42475336654978, -3.678779735518673",PENTHOUSE WITH TERRACE / ÁTICO CON TERRAZA,Entire home/apt,130,92,5,0,1
 Embajadores,"40.40901073774879, -3.708496464589428",Beautiful apartment in La Latina,Entire home/apt,50,184,15,0,1
 Palos de Moguer,"40.40195616875556, -3.689703569129515",Acogedor piso recién reformado junto a Atocha,Entire home/apt,75,63,3,0,1
 Valverde,"40.48463050519388, -3.687467558630381",'La Casa de Begoña'FREE PARK y WIFI,Entire home/apt,65,34,20,364,1
 Bellas Vistas,"40.44746799777717, -3.7060719024984867","Habitación doble grande y luminosa, balcón propio.",Private room,40,26,2,89,1
 Embajadores,"40.411671694376764, -3.70061989740764",Renovated cozy studio apt in the heart of Madrid,Entire home/apt,49,184,2,90,1
 Ventas,"40.43074196554938, -3.6540376566324655",Plaza de Toros De Las Ventad,Private room,15,0,30,365,3
 Justicia,"40.420653948055204, -3.698735019773349",Duplex-Buhardilla en zona Centro-Chueca,Entire home/apt,56,61,30,0,2
 Palacio,"40.41936620836462, -3.7131435445418264",Habitación Centro Madrid,Private room,35,360,1,0,2
 Embajadores,"40.40907594422192, -3.7018369380197402",Your home in the heart of Madrid.,Entire home/apt,115,15,4,89,1
 Aluche,"40.391054803638234, -3.760354677019573",Habitación doble al lado del parque Aluche,Private room,21,73,2,0,1
 Universidad,"40.421443114884525, -3.703448105383615",Acogedora habitación Madrid Centro,Private room,38,111,2,89,1
 Palos de Moguer,"40.40316090175021, -3.6980933746846363",HABITARAAS MADRID 1910,Entire home/apt,100,14,7,0,1
 Palacio,"40.410424504135335, -3.712715027713192",Bonita habitación en corazón de Madrid.,Private room,25,16,2,0,1
 Cortes,"40.41225648788684, -3.6963974445261707",Amazing loft in the heart of Madrid.,Entire home/apt,65,3,2,0,1
 Lista,"40.42882433750872, -3.674958029860984",Cozy room in  the center of Madrid.,Private room,35,27,7,364,1
 Acacias,"40.40341155541149, -3.702552033345667",BONITO APARTAMENTO CERCA DE LAVAPIÉS Y ATOCHA.,Entire home/apt,85,23,2,0,1
 Palacio,"40.408404577469994, -3.7113344111914635",Bonito apartamento en La Latina,Entire home/apt,62,132,10,0,1
 Palacio,"40.41815355107268, -3.710262551270537",Estudio tranquilo en opera,Entire home/apt,65,164,3,0,1
 Canillas,"40.46543265614038, -3.637539052553832",ROOM CLOSE TO IFEMA AND AIRPORT.,Private room,36,1,1,179,1
 Embajadores,"40.40576233109207, -3.6998237740058606","Mi pisito en Madrid :-) (Centro, Lavapies)",Entire home/apt,47,3,3,0,1
 Embajadores,"40.409615324587584, -3.7057734749750115",Lovely room with balcony in Madrid downtown,Private room,62,53,2,1,3
 Pueblo Nuevo,"40.426122243857776, -3.6378461224153944",Portugalete,Private room,8,2,10,0,1
 Ventas,"40.42617670340087, -3.6513876398292977",Alquiler de habitacion,Private room,50,16,1,0,2
 Trafalgar,"40.430813655177644, -3.702738196465492",Piso en el corazón de Madrid,Private room,38,45,2,1,1
 Cortes,"40.41716301012458, -3.698306940391525",Beautiful spacious apartment in central Madrid,Entire home/apt,120,10,7,0,1
 Sol,"40.41862522071278, -3.7060270106614968",Cosy apartment - Plaza Callao + Gran Via,Entire home/apt,51,0,2,0,1
 Justicia,"40.42520478558358, -3.694741041592597",Heart of Chueca,Entire home/apt,150,1,2,0,1
 Embajadores,"40.41151749257322, -3.699357516457683",Double Room & Private Bathroom/Near Sol,Private room,30,1,2,0,3
 Palacio,"40.41357801388149, -3.7101015558179644",Old Madrid -La Latina- Close to Everything,Private room,120,5,21,0,2
 Embajadores,"40.40645903876254, -3.7003279299363947",Nice flat in the heart of Madrid - Wifi,Entire home/apt,80,12,3,0,1
 Casco Histórico de Vicálvaro,"40.39531641180107, -3.6234594028922387",Casa particular,Private room,10,0,1,0,1
 Embajadores,"40.406337726530076, -3.700443389516471",Light & airy flat - Centre - vibrant Lavapies,Entire home/apt,120,0,2,0,1
 Embajadores,"40.409669727613256, -3.699558110907271",Habitación Doble con Balcón en el Centro de Madrid,Private room,35,1,1,0,1
 Cuatro Caminos,"40.45087798767513, -3.7022359640488807",Habitación privada recién reformada,Private room,18,0,1,0,1
 Universidad,"40.42233948145889, -3.7038279674816494",MALASAÑA y CHUECA - Madrid World Pride 2017,Entire home/apt,195,0,3,0,1
 Bellas Vistas,"40.4465697264443, -3.7068954453343284",Apartamento moderno - Madrid Centro,Entire home/apt,45,10,4,364,1
 Orcasitas,"40.3645064442016, -3.7063078322771723",Candida,Private room,72,0,1,0,1
 Fuente del Berro,"40.423412592718364, -3.666596989967567",Elefante,Private room,44,4,1,365,2
 Valdezarza,"40.46822273369294, -3.7153863743982174",Piso con piscina en Madrid! Os esperamos,Private room,25,0,1,0,1
 Palacio,"40.411109414480535, -3.71389226483643",NEW FLAT IN PALACIO 3 !!,Entire home/apt,89,14,1,0,4
 Cuatro Caminos,"40.45008029547478, -3.697908597247139",Casita Blanca,Private room,75,25,2,365,2
 Sol,"40.419148951257455, -3.7066212974775974",New apartment in the best area of Madrid,Entire home/apt,75,5,6,364,2
 Castellana,"40.43128612259088, -3.680541038690182",Habitación Barrio de Salamanca,Private room,29,1,2,0,1
 Sol,"40.4183114541841, -3.7055996810715546",Center town. Gran Via- Plaza del Callao,Entire home/apt,85,77,3,0,2
 Concepción,"40.43297790480088, -3.6563845989534975",Cozy apartment near Las Ventas. Only females.,Private room,28,19,2,0,1
 Quintana,"40.43354825806456, -3.655777207255846",Se alquila habitación.,Private room,50,13,2,89,1
 Quintana,"40.43923360522034, -3.6425375780980658",Rainbow house 1,Private room,16,39,3,0,3
 Almenara,"40.46911634642733, -3.6954706703284934",Habitacion de estrellas y luna.,Private room,22,177,1,0,1
 Gaztambide,"40.433408013922644, -3.715608195700304",Mellado A,Entire home/apt,50,18,7,0,3
 Chopera,"40.39157961704035, -3.6979241522322948",Pequeña Habitación en Madrid Rio,Private room,15,0,3,0,1
 Embajadores,"40.41159571619424, -3.6968245305769125",Centrico y luminoso apartamento en Calle Atocha,Entire home/apt,47,53,1,0,1
 Palacio,"40.41441847561504, -3.7123336093755466",(Esperanza) Modern & luxury space near Plza. Mayor,Entire home/apt,100,124,1,0,5
 Lucero,"40.403943503170616, -3.760021096203454",Dos habitaciones junto a Metro,Entire home/apt,80,17,2,365,1
 Palomeras Sureste,"40.3795697537715, -3.651935470573325",piso madrid all conforts,Entire home/apt,40,0,1,0,1
 Goya,"40.42379816605883, -3.679104879640105",Habitación Madrid Centro - Room in Madrid Center,Private room,30,10,28,365,3
 Palacio,"40.41107915373433, -3.7141282767461554",Precioso apartamento en La Latina,Entire home/apt,100,0,4,0,1
 Universidad,"40.422709994455595, -3.7027967205980636",Bright private apartment in Malasaña,Entire home/apt,45,0,3,0,1
 Palacio,"40.408554385709394, -3.710183672258704",Latina Cubic - Habitat Apartments,Entire home/apt,98,2,31,364,6
 Justicia,"40.42211856774638, -3.6994559832290546",Estudio a 5 minutos de gran via,Entire home/apt,60,0,7,0,1
 Embajadores,"40.40857966780974, -3.710658780550101",Charming Appartment,Entire home/apt,93,36,5,90,1
 Quintana,"40.43802044333993, -3.644778856376554",Ático con terraza y 3 habitaciones,Entire home/apt,99,16,2,0,1
 Imperial,"40.413767034222396, -3.718915917425969",RINCON PARA 2 MADRID CENTRAL Y PARKING SI QUIERES,Private room,50,25,2,0,4
 Nueva España,"40.45946551600435, -3.688773036434868",Vive de lujo en Castellana - Cuzco - Bernabeu,Entire home/apt,145,46,3,364,3
 Puerta Bonita,"40.38225949504489, -3.735322031016275",near the center clean and beautiful/  turistico ;),Private room,20,2,2,90,2
 Justicia,"40.421321377917906, -3.692743792354029","Luxury 2-bedroom 2-bath, Recoletos, daily cleaning",Entire home/apt,150,35,2,0,6
 Embajadores,"40.409341720882004, -3.7025632516650338",Appartement Petit mais Mignon. Centre ville. WIFI,Entire home/apt,62,2,100,179,1
 Rios Rosas,"40.443541735229665, -3.6974032456951993",Apartamento -Zona Rios Rosas,Entire home/apt,75,16,5,0,1
 Lucero,"40.405443116842925, -3.752655508696988",TIFF - Twin room next to center (Batan),Private room,23,0,2,0,1
 Palomeras Bajas,"40.37948486911134, -3.6596075959324708",Casa reformada a estrenar luminosa y buenas vistas,Entire home/apt,65,47,2,90,2
 Pacífico,"40.40343334210296, -3.681579714541497",retiro habitacion privada.,Private room,25,1,1,364,3
 Sol,"40.417183178575534, -3.704348525120103",Habitacion en el barrio de Salmanca,Private room,19,3,2,0,2
 Legazpi,"40.39106930812727, -3.69152541570871",Hab+wc privado (piscinas y gym cerrados temporal.),Private room,35,81,1,179,1
 Palacio,"40.41332294674277, -3.7142725991946572",Renewed 1BD Ancient Palace- La Latina,Entire home/apt,99,51,2,365,3
 Fontarrón,"40.40565388824111, -3.651979147246549",Sabor a aire recién batido,Private room,40,8,2,365,3
 Embajadores,"40.409363727687946, -3.7090482660980024",Madrid,Private room,35,90,1,364,2
 Embajadores,"40.408599328220596, -3.7026472093546863",Acogedor estudio duplex  muy céntrico,Entire home/apt,55,36,2,0,1
 Numancia,"40.39560459723654, -3.6609268609688557",Habitación doble bien comunicada con el centro,Private room,30,0,2,0,1
 Lista,"40.43578647578258, -3.678150455155978",Cool Apt Salamanca District IE & Av America Bus St,Entire home/apt,139,1,6,365,1
 Recoletos,"40.42531725849194, -3.68850232967435",Apartamento de Lujo en Madrid,Entire home/apt,180,2,4,0,1
 Goya,"40.426065163072224, -3.670658694245125","Casa acogedora, una de las mejores zonas de Madrid",Private room,58,0,2,0,1
 Universidad,"40.42511269728078, -3.7039223470764866",Gay-friendly modest room in a shared flat in Malasaña.,Private room,30,1,2,90,1
 Universidad,"40.42011661894429, -3.7032958396153415",Rose's home 'Gran Via estudio G,Entire home/apt,30,11,20,365,3
 Palos de Moguer,"40.40139805734385, -3.6936911777143777",Delicias 51 HAB B,Private room,45,1,30,365,6
 Universidad,"40.42185581610336, -3.7055452282623955",Beautiful flat in the heart of Madrid,Entire home/apt,75,1,2,0,1
 Quintana,"40.440959461530234, -3.641013647801431",Double Room+ (Queen-Size Bed)/Madrid-Ciudad Lineal,Private room,16,10,15,0,1
 Palos de Moguer,"40.40279367207549, -3.695575746470754",Apartamento espacioso y tranquilo en Atocha,Entire home/apt,55,1,3,0,1
 Universidad,"40.42353184455507, -3.701469632875228",2 habitaciones Doble en un piso IDEAL de Malasaña.,Private room,18,1,1,0,1
 Almendrales,"40.38690217130561, -3.6976080682987007",Apto Madrid,Private room,20,0,1,0,1
 Valdeacederas,"40.469951893610386, -3.7029158718297928",OCUPADO PLAZA,Entire home/apt,40,1,2,0,1
 Ventas,"40.42691859298153, -3.659689386210505",Cozy spacious studio next to Ventas Madrid,Entire home/apt,50,1,4,0,1
 Butarque,"40.354376882884644, -3.6825886724553567",Ático En Madrid,Entire home/apt,69,0,2,0,1
 Cortes,"40.41569461792799, -3.69822449177109",Huertas Experience - Exclusive & Luxury Apartment,Entire home/apt,172,17,1,0,1
 Cortes,"40.41359650981258, -3.697295436910907",Feel the pulse of Madrid,Private room,40,71,2,89,2
 El Viso,"40.44281145732843, -3.6782196676576304",Encantador estudio tipo loft  en El Viso - Madrid,Entire home/apt,58,0,7,0,1
 Comillas,"40.396263453995275, -3.7157488189423082",AS 1M Habitación Apartamento Nuevo y Moderno,Entire home/apt,130,5,1,365,1
 Universidad,"40.42508725060921, -3.7054948914480166",Apartamento en pleno corazón de Malasaña,Entire home/apt,80,7,30,0,1
 Palos de Moguer,"40.40252235959844, -3.6987174635923146",Cozy flat 8 min Atocha,Entire home/apt,40,7,3,0,2
 Casco Histórico de Vicálvaro,"40.40568561485967, -3.6059629754666513","Apartamento completo 10 min  Ifema, AEROPUERTO",Entire home/apt,150,11,6,0,1
 Embajadores,"40.40779762657825, -3.705812191102177",Recién reformado en Lavapies junto a el Rastro.,Entire home/apt,50,39,3,364,4
 Universidad,"40.42819315197986, -3.7075249736198006",Amplia habitación doble con balcón en Malasaña,Private room,35,1,2,0,3
 Acacias,"40.39892582641276, -3.7018051470545488","8º PISO, A 15 MINUTOS DEL CENTRO, COFFEE/TEA, CAT.",Private room,30,8,1,0,1
 Universidad,"40.422061237814255, -3.707015493818917",Heart of Madrid,Private room,45,37,1,365,2
 Embajadores,"40.41196973816043, -3.7013680427089537",Charming Center Penthouse - In the Center,Entire home/apt,70,1,1,0,1
 Abrantes,"40.38411256646135, -3.7230940986581382","Habitación doble a 20 min de sol, Granvia, Goya.",Private room,21,9,2,0,1
 Hispanoamérica,"40.45795819564593, -3.6837829409912892","BRIGHT AND NEW FLAT, TOP VIEWS AND SWIMMING POOL",Entire home/apt,180,0,2,0,1
 Quintana,"40.43892330212454, -3.6424360961942206",Habitación Doble,Private room,15,8,1,0,2
 Embajadores,"40.40917225997429, -3.7057421825347596",Lovely & Cosy 1bed - 5min to tube Heart of Madrid,Entire home/apt,48,20,2,179,6
 Vista Alegre,"40.38696890882976, -3.7335191279908186",IDYLLIC PRIVATE SPACE&GREATLOCATION to VISITMADRID,Private room,20,46,2,365,1
 Rejas,"40.44472269554961, -3.577667341616314",Habitación cerca Aeropuerto Madrid Barajas,Private room,25,5,1,0,3
 Embajadores,"40.412363180203016, -3.7071193050409",COMFLY APARTMENT IN MADRID CENTER,Entire home/apt,88,1,2,89,3
 Palos de Moguer,"40.40775951174455, -3.694089689388161",Cozy studio near El Retiro and Prado Museum,Entire home/apt,49,40,1,0,1
 Embajadores,"40.40738024119503, -3.7019412889580003",Encantador duplex en pleno centro.,Entire home/apt,100,6,1,0,1
 Palos de Moguer,"40.405826901759845, -3.6929764933403577","Charming aparment in Atocha, Madrid !!!",Entire home/apt,60,39,1,89,1
 Justicia,"40.42174164916369, -3.699055788230714","Pensión por la Gran Via, Sol/ Madrid",Private room,35,4,2,365,3
 Goya,"40.42738192367104, -3.670014830692492",NEW- Refurbished apartment in Goya -2BDR-65M2,Entire home/apt,100,40,3,0,1
 Vista Alegre,"40.38917609599864, -3.742379915576928",King size bed a 15 min del centro.,Private room,22,3,4,0,1
 Palacio,"40.411003071269995, -3.7099335597179324",Cosy room in the heart of La Latina,Private room,23,0,2,0,1
 Universidad,"40.42270997316277, -3.703859542972969",Habitación independiente con baño y cocina,Private room,50,77,2,364,1
 Gaztambide,"40.43741150045183, -3.7144110267424733","Cozy appartment in Cea Bermudez, Madrid.",Entire home/apt,60,0,7,0,1
 Mirasierra,"40.490918430749225, -3.729540373063914",Habitación privada con piscina y plaza de garaje,Private room,34,10,1,364,4
 Bellas Vistas,"40.44794179954827, -3.703668841503046",Un buen lugar!,Private room,27,53,1,365,1
 Castellana,"40.43628700967067, -3.684181320505401",Alquiler de habitación en el barrio de Salamanca,Private room,16,4,1,0,1
 Entrevías,"40.37960576253254, -3.673851970512508",Be happy 3,Private room,50,0,1,365,4
 San Diego,"40.388991826546416, -3.6700755358867205",El apartamento de dos paradas al centro,Private room,25,27,29,0,1
 Delicias,"40.39762582038431, -3.693905067294202",Hakuna matata,Private room,30,3,2,89,2
 Embajadores,"40.40870624281591, -3.6970220853349396",Habitación centro Madrid Atocha Museo Reina Sofía,Private room,30,35,2,89,1
 Pacífico,"40.401335610075414, -3.6769174415619488",MADRID ESPECIAL,Entire home/apt,50,65,3,0,1
 Los Rosales,"40.357759787426644, -3.69325582707725",Disfruta de un agradable experiencia en Madrid,Entire home/apt,30,19,1,0,1
 Embajadores,"40.40897950091534, -3.7063022045048672",Preciosa vivienda en el rastro,Entire home/apt,70,36,3,90,1
 Palacio,"40.40827359949995, -3.7100803427491664","Elegant & Modern 3Bed in La Latina, 5mins to Metro",Entire home/apt,74,24,2,179,3
 Casco Histórico de Vallecas,"40.37544809290778, -3.6266389526639675","HABITACIÓN XL en el centro de MADRID, lín 1 me/sub",Private room,34,23,1,89,2
 Universidad,"40.42713923921765, -3.7054930356678524",New! Casa Santa,Entire home/apt,99,21,3,0,2
 Los Rosales,"40.35243011241958, -3.685094352691636",Habitación privada a 10 minutos de Atocha Renfe,Private room,22,7,2,89,1
 Embajadores,"40.40939629156576, -3.691677604121119",Room available in Atocha,Private room,25,5,1,0,1
 Casa de Campo,"40.42278717639776, -3.7142810566722835",Apartamento Plaza de España,Entire home/apt,70,34,2,0,4
 Embajadores,"40.41065873011738, -3.707641259074693","Habitación Centro Madrid, La latina con balcón",Private room,25,19,1,364,6
 Pacífico,"40.403064023430574, -3.6772259509171192",Apartamento 2 dormitorios Atocha Retiro,Entire home/apt,100,6,2,365,1
 Pueblo Nuevo,"40.432389427147186, -3.641240594650098",Spacious and elegant private room,Private room,45,3,2,0,1
 Universidad,"40.42712338205219, -3.7031444626789654",Room for 1-2 people in the center of Madrid,Private room,150,0,2,0,2
 Pinar del Rey,"40.47317727938047, -3.6378286161528144",Habitación tranquila cerca de Aeropuerto e Ifema,Private room,20,2,1,0,2
 Peñagrande,"40.48057425072317, -3.734727030250393",Habitación con baño en zona residencial tranquila,Private room,29,1,1,0,1
 Casco Histórico de Vallecas,"40.36578662074647, -3.6216139901985893","Apartamento entero 2 Dor , 5 huéspedes",Entire home/apt,79,6,1,0,1
 Embajadores,"40.41249525659502, -3.702631664646858",PRIVATE ROOM WITH PRIVATE BATHROOM,Private room,60,0,2,365,3
 Delicias,"40.39539303585477, -3.694533300701739",Brand-new cosy room in the heart of Madrid,Private room,139,0,1,364,1
 Imperial,"40.40529403000612, -3.713517885015529",Habitación  Privada Centro Madrid,Private room,40,14,1,365,1
 Embajadores,"40.40848226171599, -3.705540712257369",VERY LUMINOUS DESIGN FLAT IN THE CENTER OF MADRID,Entire home/apt,50,3,2,0,1
